code,name,total,date
080000000001,Хабаровский край,7010,2019-03-01
080000000001,Хабаровский край,7233,2019-04-01
080000000001,Хабаровский край,6898,2019-05-01
080000000001,Хабаровский край,6695,2019-06-01
080000000001,Хабаровский край,6530,2019-07-01
080000000001,Хабаровский край,6303,2019-08-01
080000000001,Хабаровский край,6035,2019-09-01
080000000001,Хабаровский край,5661,2019-10-01
080000000001,Хабаровский край,5575,2019-11-01
080000000001,Хабаровский край,5848,2019-12-01
080000000001,Хабаровский край,8193,2020-01-01
080000000001,Хабаровский край,6237,2020-02-01
080000000001,Хабаровский край,6011,2020-03-01
080000000001,Хабаровский край,8132,2020-04-01
080000000001,Хабаровский край,13906,2020-05-01
080000000001,Хабаровский край,17743,2020-06-01
080000000001,Хабаровский край,21577,2020-07-01
080000000001,Хабаровский край,25226,2020-08-01
080000000001,Хабаровский край,26793,2020-09-01
080000000001,Хабаровский край,23817,2020-10-01
080000000001,Хабаровский край,21168,2020-11-01
080000000001,Хабаровский край,16180,2020-12-01
080000000001,Хабаровский край,14924,2021-01-01
080000000001,Хабаровский край,11960,2021-02-01
080000000001,Хабаровский край,9131,2021-03-01
080000000001,Хабаровский край,8624,2021-04-01
080000000001,Хабаровский край,8273,2021-05-01
080000000001,Хабаровский край,7374,2021-06-01
080000000001,Хабаровский край,6950,2021-07-01
080000000001,Хабаровский край,5630,2021-08-01
080000000001,Хабаровский край,5511,2021-09-01
080000000001,Хабаровский край,,2021-10-01
080000000001,Хабаровский край,,2021-11-01
080000000001,Хабаровский край,,2021-12-01
100000000001,Амурская область,22641,2009-01-01
100000000001,Амурская область,24454,2009-02-01
100000000001,Амурская область,24816,2009-03-01
100000000001,Амурская область,24313,2009-04-01
100000000001,Амурская область,21577,2009-05-01
100000000001,Амурская область,19497,2009-06-01
100000000001,Амурская область,19368,2009-07-01
100000000001,Амурская область,18459,2009-08-01
100000000001,Амурская область,16560,2009-09-01
100000000001,Амурская область,15300,2009-10-01
100000000001,Амурская область,15514,2009-11-01
100000000001,Амурская область,18231,2009-12-01
100000000001,Амурская область,18342,2010-01-01
100000000001,Амурская область,18402,2010-02-01
100000000001,Амурская область,16220,2010-03-01
100000000001,Амурская область,14933,2010-04-01
100000000001,Амурская область,13925,2010-05-01
100000000001,Амурская область,12903,2010-06-01
100000000001,Амурская область,12050,2010-07-01
100000000001,Амурская область,11505,2010-08-01
100000000001,Амурская область,10355,2010-09-01
100000000001,Амурская область,10249,2010-10-01
100000000001,Амурская область,12103,2010-11-01
100000000001,Амурская область,13963,2010-12-01
100000000001,Амурская область,13638,2011-01-01
100000000001,Амурская область,13581,2011-02-01
100000000001,Амурская область,12916,2011-03-01
100000000001,Амурская область,11919,2011-04-01
100000000001,Амурская область,10836,2011-05-01
100000000001,Амурская область,10510,2011-06-01
100000000001,Амурская область,10620,2011-07-01
100000000001,Амурская область,10352,2011-08-01
100000000001,Амурская область,10045,2011-09-01
100000000001,Амурская область,10547,2011-10-01
100000000001,Амурская область,11712,2011-11-01
100000000001,Амурская область,13492,2011-12-01
100000000001,Амурская область,13313,2012-01-01
100000000001,Амурская область,13580,2012-02-01
100000000001,Амурская область,13686,2012-03-01
100000000001,Амурская область,13563,2012-04-01
100000000001,Амурская область,13594,2012-05-01
100000000001,Амурская область,13440,2012-06-01
100000000001,Амурская область,12968,2012-07-01
100000000001,Амурская область,12531,2012-08-01
100000000001,Амурская область,11934,2012-09-01
100000000001,Амурская область,12599,2012-10-01
100000000001,Амурская область,13916,2012-11-01
100000000001,Амурская область,14405,2012-12-01
100000000001,Амурская область,14028,2013-01-01
100000000001,Амурская область,14429,2013-02-01
100000000001,Амурская область,14615,2013-03-01
100000000001,Амурская область,14264,2013-04-01
100000000001,Амурская область,13899,2013-05-01
100000000001,Амурская область,13644,2013-06-01
100000000001,Амурская область,13322,2013-07-01
100000000001,Амурская область,13090,2013-08-01
100000000001,Амурская область,12481,2013-09-01
100000000001,Амурская область,11642,2013-10-01
100000000001,Амурская область,11836,2013-11-01
100000000001,Амурская область,12619,2013-12-01
100000000001,Амурская область,12536,2014-01-01
100000000001,Амурская область,13006,2014-02-01
100000000001,Амурская область,12941,2014-03-01
100000000001,Амурская область,12622,2014-04-01
100000000001,Амурская область,12516,2014-05-01
100000000001,Амурская область,12301,2014-06-01
100000000001,Амурская область,12194,2014-07-01
100000000001,Амурская область,11983,2014-08-01
100000000001,Амурская область,11360,2014-09-01
100000000001,Амурская область,11082,2014-10-01
100000000001,Амурская область,11502,2014-11-01
100000000001,Амурская область,12202,2014-12-01
100000000001,Амурская область,12333,2015-01-01
100000000001,Амурская область,13103,2015-02-01
100000000001,Амурская область,13053,2015-03-01
100000000001,Амурская область,13242,2015-04-01
100000000001,Амурская область,13124,2015-05-01
100000000001,Амурская область,13165,2015-06-01
100000000001,Амурская область,13272,2015-07-01
100000000001,Амурская область,13146,2015-08-01
100000000001,Амурская область,12485,2015-09-01
100000000001,Амурская область,12200,2015-10-01
100000000001,Амурская область,12900,2015-11-01
100000000001,Амурская область,13707,2015-12-01
100000000001,Амурская область,13651,2016-01-01
100000000001,Амурская область,13461,2016-02-01
100000000001,Амурская область,12949,2016-03-01
100000000001,Амурская область,12757,2016-04-01
100000000001,Амурская область,12661,2016-05-01
100000000001,Амурская область,12558,2016-06-01
100000000001,Амурская область,12311,2016-07-01
100000000001,Амурская область,11309,2016-08-01
100000000001,Амурская область,10495,2016-09-01
100000000001,Амурская область,10005,2016-10-01
100000000001,Амурская область,10981,2016-11-01
100000000001,Амурская область,11890,2016-12-01
100000000001,Амурская область,11777,2017-01-01
100000000001,Амурская область,12278,2017-02-01
100000000001,Амурская область,12296,2017-03-01
100000000001,Амурская область,11920,2017-04-01
100000000001,Амурская область,11955,2017-05-01
100000000001,Амурская область,11781,2017-06-01
100000000001,Амурская область,11454,2017-07-01
100000000001,Амурская область,11016,2017-08-01
100000000001,Амурская область,10386,2017-09-01
100000000001,Амурская область,9816,2017-10-01
100000000001,Амурская область,10389,2017-11-01
100000000001,Амурская область,10757,2017-12-01
100000000001,Амурская область,10683,2018-01-01
100000000001,Амурская область,10904,2018-02-01
100000000001,Амурская область,10631,2018-03-01
100000000001,Амурская область,10175,2018-04-01
100000000001,Амурская область,10079,2018-05-01
100000000001,Амурская область,10070,2018-06-01
100000000001,Амурская область,9795,2018-07-01
100000000001,Амурская область,9675,2018-08-01
100000000001,Амурская область,9186,2018-09-01
100000000001,Амурская область,8724,2018-10-01
100000000001,Амурская область,9447,2018-11-01
100000000001,Амурская область,9809,2018-12-01
100000000001,Амурская область,10098,2019-01-01
100000000001,Амурская область,10917,2019-02-01
100000000001,Амурская область,11069,2019-03-01
100000000001,Амурская область,10825,2019-04-01
100000000001,Амурская область,10682,2019-05-01
100000000001,Амурская область,10301,2019-06-01
100000000001,Амурская область,9960,2019-07-01
100000000001,Амурская область,9723,2019-08-01
100000000001,Амурская область,8983,2019-09-01
100000000001,Амурская область,8120,2019-10-01
100000000001,Амурская область,8315,2019-11-01
100000000001,Амурская область,8551,2019-12-01
100000000001,Амурская область,1240,2020-01-01
100000000001,Амурская область,8458,2020-02-01
100000000001,Амурская область,8470,2020-03-01
100000000001,Амурская область,10485,2020-04-01
100000000001,Амурская область,13555,2020-05-01
100000000001,Амурская область,16340,2020-06-01
100000000001,Амурская область,19155,2020-07-01
100000000001,Амурская область,21297,2020-08-01
100000000001,Амурская область,21651,2020-09-01
100000000001,Амурская область,19067,2020-10-01
100000000001,Амурская область,15792,2020-11-01
100000000001,Амурская область,12990,2020-12-01
100000000001,Амурская область,11133,2021-01-01
100000000001,Амурская область,9170,2021-02-01
100000000001,Амурская область,7940,2021-03-01
100000000001,Амурская область,7538,2021-04-01
100000000001,Амурская область,7490,2021-05-01
100000000001,Амурская область,7330,2021-06-01
100000000001,Амурская область,7279,2021-07-01
100000000001,Амурская область,7090,2021-08-01
100000000001,Амурская область,6459,2021-09-01
100000000001,Амурская область,,2021-10-01
100000000001,Амурская область,,2021-11-01
100000000001,Амурская область,,2021-12-01
110000000001,Архангельская область,15144,2009-01-01
110000000001,Архангельская область,17217,2009-02-01
110000000001,Архангельская область,18592,2009-03-01
110000000001,Архангельская область,19965,2009-04-01
110000000001,Архангельская область,19499,2009-05-01
110000000001,Архангельская область,18340,2009-06-01
110000000001,Архангельская область,18280,2009-07-01
110000000001,Архангельская область,17546,2009-08-01
110000000001,Архангельская область,16377,2009-09-01
110000000001,Архангельская область,16193,2009-10-01
110000000001,Архангельская область,16237,2009-11-01
110000000001,Архангельская область,17718,2009-12-01
110000000001,Архангельская область,17733,2010-01-01
110000000001,Архангельская область,18427,2010-02-01
110000000001,Архангельская область,18330,2010-03-01
110000000001,Архангельская область,18120,2010-04-01
110000000001,Архангельская область,17232,2010-05-01
110000000001,Архангельская область,16194,2010-06-01
110000000001,Архангельская область,15712,2010-07-01
110000000001,Архангельская область,15117,2010-08-01
110000000001,Архангельская область,13932,2010-09-01
110000000001,Архангельская область,13773,2010-10-01
110000000001,Архангельская область,13780,2010-11-01
110000000001,Архангельская область,15047,2010-12-01
110000000001,Архангельская область,14634,2011-01-01
110000000001,Архангельская область,14956,2011-02-01
110000000001,Архангельская область,14750,2011-03-01
110000000001,Архангельская область,14634,2011-04-01
110000000001,Архангельская область,13835,2011-05-01
110000000001,Архангельская область,13163,2011-06-01
110000000001,Архангельская область,12753,2011-07-01
110000000001,Архангельская область,12200,2011-08-01
110000000001,Архангельская область,11871,2011-09-01
110000000001,Архангельская область,10725,2011-10-01
110000000001,Архангельская область,10723,2011-11-01
110000000001,Архангельская область,11559,2011-12-01
110000000001,Архангельская область,11463,2012-01-01
110000000001,Архангельская область,11604,2012-02-01
110000000001,Архангельская область,11442,2012-03-01
110000000001,Архангельская область,11026,2012-04-01
110000000001,Архангельская область,10782,2012-05-01
110000000001,Архангельская область,10332,2012-06-01
110000000001,Архангельская область,10126,2012-07-01
110000000001,Архангельская область,9778,2012-08-01
110000000001,Архангельская область,8902,2012-09-01
110000000001,Архангельская область,8916,2012-10-01
110000000001,Архангельская область,9504,2012-11-01
110000000001,Архангельская область,10446,2012-12-01
110000000001,Архангельская область,10344,2013-01-01
110000000001,Архангельская область,10594,2013-02-01
110000000001,Архангельская область,10569,2013-03-01
110000000001,Архангельская область,10584,2013-04-01
110000000001,Архангельская область,10329,2013-05-01
110000000001,Архангельская область,10122,2013-06-01
110000000001,Архангельская область,9794,2013-07-01
110000000001,Архангельская область,9630,2013-08-01
110000000001,Архангельская область,8469,2013-09-01
110000000001,Архангельская область,8424,2013-10-01
110000000001,Архангельская область,8910,2013-11-01
110000000001,Архангельская область,9557,2013-12-01
110000000001,Архангельская область,9457,2014-01-01
110000000001,Архангельская область,10000,2014-02-01
110000000001,Архангельская область,10067,2014-03-01
110000000001,Архангельская область,10223,2014-04-01
110000000001,Архангельская область,9888,2014-05-01
110000000001,Архангельская область,9690,2014-06-01
110000000001,Архангельская область,9577,2014-07-01
110000000001,Архангельская область,9187,2014-08-01
110000000001,Архангельская область,8109,2014-09-01
110000000001,Архангельская область,8202,2014-10-01
110000000001,Архангельская область,8433,2014-11-01
110000000001,Архангельская область,9284,2014-12-01
110000000001,Архангельская область,9322,2015-01-01
110000000001,Архангельская область,10107,2015-02-01
110000000001,Архангельская область,10433,2015-03-01
110000000001,Архангельская область,10932,2015-04-01
110000000001,Архангельская область,10930,2015-05-01
110000000001,Архангельская область,10679,2015-06-01
110000000001,Архангельская область,10768,2015-07-01
110000000001,Архангельская область,10301,2015-08-01
110000000001,Архангельская область,9316,2015-09-01
110000000001,Архангельская область,9421,2015-10-01
110000000001,Архангельская область,9743,2015-11-01
110000000001,Архангельская область,10903,2015-12-01
110000000001,Архангельская область,10902,2016-01-01
110000000001,Архангельская область,11483,2016-02-01
110000000001,Архангельская область,11573,2016-03-01
110000000001,Архангельская область,11337,2016-04-01
110000000001,Архангельская область,11015,2016-05-01
110000000001,Архангельская область,10760,2016-06-01
110000000001,Архангельская область,10564,2016-07-01
110000000001,Архангельская область,10093,2016-08-01
110000000001,Архангельская область,9163,2016-09-01
110000000001,Архангельская область,8810,2016-10-01
110000000001,Архангельская область,8974,2016-11-01
110000000001,Архангельская область,9732,2016-12-01
110000000001,Архангельская область,9563,2017-01-01
110000000001,Архангельская область,10073,2017-02-01
110000000001,Архангельская область,10130,2017-03-01
110000000001,Архангельская область,9848,2017-04-01
110000000001,Архангельская область,9351,2017-05-01
110000000001,Архангельская область,9377,2017-06-01
110000000001,Архангельская область,9143,2017-07-01
110000000001,Архангельская область,8849,2017-08-01
110000000001,Архангельская область,7945,2017-09-01
110000000001,Архангельская область,7569,2017-10-01
110000000001,Архангельская область,7788,2017-11-01
110000000001,Архангельская область,8565,2017-12-01
110000000001,Архангельская область,8536,2018-01-01
110000000001,Архангельская область,8805,2018-02-01
110000000001,Архангельская область,8717,2018-03-01
110000000001,Архангельская область,8688,2018-04-01
110000000001,Архангельская область,8699,2018-05-01
110000000001,Архангельская область,8656,2018-06-01
110000000001,Архангельская область,8563,2018-07-01
110000000001,Архангельская область,8426,2018-08-01
110000000001,Архангельская область,7499,2018-09-01
110000000001,Архангельская область,7433,2018-10-01
110000000001,Архангельская область,7719,2018-11-01
110000000001,Архангельская область,8406,2018-12-01
110000000001,Архангельская область,8621,2019-01-01
110000000001,Архангельская область,9071,2019-02-01
110000000001,Архангельская область,9433,2019-03-01
110000000001,Архангельская область,10009,2019-04-01
110000000001,Архангельская область,9800,2019-05-01
110000000001,Архангельская область,9699,2019-06-01
110000000001,Архангельская область,9219,2019-07-01
110000000001,Архангельская область,8875,2019-08-01
110000000001,Архангельская область,7961,2019-09-01
110000000001,Архангельская область,7889,2019-10-01
110000000001,Архангельская область,7918,2019-11-01
110000000001,Архангельская область,8392,2019-12-01
110000000001,Архангельская область,8314,2020-01-01
110000000001,Архангельская область,8686,2020-02-01
110000000001,Архангельская область,8482,2020-03-01
110000000001,Архангельская область,13331,2020-04-01
110000000001,Архангельская область,17919,2020-05-01
110000000001,Архангельская область,21589,2020-06-01
110000000001,Архангельская область,25257,2020-07-01
110000000001,Архангельская область,27229,2020-08-01
110000000001,Архангельская область,26675,2020-09-01
110000000001,Архангельская область,25885,2020-10-01
110000000001,Архангельская область,23393,2020-11-01
110000000001,Архангельская область,22294,2020-12-01
110000000001,Архангельская область,21003,2021-01-01
110000000001,Архангельская область,18797,2021-02-01
110000000001,Архангельская область,15552,2021-03-01
110000000001,Архангельская область,12850,2021-04-01
110000000001,Архангельская область,11702,2021-05-01
110000000001,Архангельская область,11614,2021-06-01
110000000001,Архангельская область,10423,2021-07-01
110000000001,Архангельская область,10222,2021-08-01
110000000001,Архангельская область,8950,2021-09-01
110000000001,Архангельская область,,2021-10-01
110000000001,Архангельская область,,2021-11-01
110000000001,Архангельская область,,2021-12-01
111000000001,Ненецкий автономный округ (Архангельская область),642,2009-01-01
111000000001,Ненецкий автономный округ (Архангельская область),774,2009-02-01
111000000001,Ненецкий автономный округ (Архангельская область),792,2009-03-01
111000000001,Ненецкий автономный округ (Архангельская область),827,2009-04-01
111000000001,Ненецкий автономный округ (Архангельская область),858,2009-05-01
111000000001,Ненецкий автономный округ (Архангельская область),825,2009-06-01
111000000001,Ненецкий автономный округ (Архангельская область),811,2009-07-01
111000000001,Ненецкий автономный округ (Архангельская область),773,2009-08-01
111000000001,Ненецкий автономный округ (Архангельская область),758,2009-09-01
111000000001,Ненецкий автономный округ (Архангельская область),776,2009-10-01
111000000001,Ненецкий автономный округ (Архангельская область),843,2009-11-01
111000000001,Ненецкий автономный округ (Архангельская область),843,2009-12-01
111000000001,Ненецкий автономный округ (Архангельская область),864,2010-01-01
111000000001,Ненецкий автономный округ (Архангельская область),964,2010-02-01
111000000001,Ненецкий автономный округ (Архангельская область),1011,2010-03-01
111000000001,Ненецкий автономный округ (Архангельская область),1057,2010-04-01
111000000001,Ненецкий автономный округ (Архангельская область),997,2010-05-01
111000000001,Ненецкий автономный округ (Архангельская область),915,2010-06-01
111000000001,Ненецкий автономный округ (Архангельская область),854,2010-07-01
111000000001,Ненецкий автономный округ (Архангельская область),808,2010-08-01
111000000001,Ненецкий автономный округ (Архангельская область),764,2010-09-01
111000000001,Ненецкий автономный округ (Архангельская область),776,2010-10-01
111000000001,Ненецкий автономный округ (Архангельская область),803,2010-11-01
111000000001,Ненецкий автономный округ (Архангельская область),883,2010-12-01
111000000001,Ненецкий автономный округ (Архангельская область),876,2011-01-01
111000000001,Ненецкий автономный округ (Архангельская область),916,2011-02-01
111000000001,Ненецкий автономный округ (Архангельская область),938,2011-03-01
111000000001,Ненецкий автономный округ (Архангельская область),904,2011-04-01
111000000001,Ненецкий автономный округ (Архангельская область),839,2011-05-01
111000000001,Ненецкий автономный округ (Архангельская область),751,2011-06-01
111000000001,Ненецкий автономный округ (Архангельская область),747,2011-07-01
111000000001,Ненецкий автономный округ (Архангельская область),685,2011-08-01
111000000001,Ненецкий автономный округ (Архангельская область),,2011-09-01
111000000001,Ненецкий автономный округ (Архангельская область),633,2011-10-01
111000000001,Ненецкий автономный округ (Архангельская область),643,2011-11-01
111000000001,Ненецкий автономный округ (Архангельская область),661,2011-12-01
111000000001,Ненецкий автономный округ (Архангельская область),666,2012-01-01
111000000001,Ненецкий автономный округ (Архангельская область),784,2012-02-01
111000000001,Ненецкий автономный округ (Архангельская область),775,2012-03-01
111000000001,Ненецкий автономный округ (Архангельская область),774,2012-04-01
111000000001,Ненецкий автономный округ (Архангельская область),671,2012-05-01
111000000001,Ненецкий автономный округ (Архангельская область),600,2012-06-01
111000000001,Ненецкий автономный округ (Архангельская область),575,2012-07-01
111000000001,Ненецкий автономный округ (Архангельская область),519,2012-08-01
111000000001,Ненецкий автономный округ (Архангельская область),506,2012-09-01
111000000001,Ненецкий автономный округ (Архангельская область),527,2012-10-01
111000000001,Ненецкий автономный округ (Архангельская область),554,2012-11-01
111000000001,Ненецкий автономный округ (Архангельская область),559,2012-12-01
111000000001,Ненецкий автономный округ (Архангельская область),546,2013-01-01
111000000001,Ненецкий автономный округ (Архангельская область),602,2013-02-01
111000000001,Ненецкий автономный округ (Архангельская область),602,2013-03-01
111000000001,Ненецкий автономный округ (Архангельская область),608,2013-04-01
111000000001,Ненецкий автономный округ (Архангельская область),546,2013-05-01
111000000001,Ненецкий автономный округ (Архангельская область),465,2013-06-01
111000000001,Ненецкий автономный округ (Архангельская область),449,2013-07-01
111000000001,Ненецкий автономный округ (Архангельская область),415,2013-08-01
111000000001,Ненецкий автономный округ (Архангельская область),396,2013-09-01
111000000001,Ненецкий автономный округ (Архангельская область),441,2013-10-01
111000000001,Ненецкий автономный округ (Архангельская область),435,2013-11-01
111000000001,Ненецкий автономный округ (Архангельская область),384,2013-12-01
111000000001,Ненецкий автономный округ (Архангельская область),334,2014-01-01
111000000001,Ненецкий автономный округ (Архангельская область),380,2014-02-01
111000000001,Ненецкий автономный округ (Архангельская область),375,2014-03-01
111000000001,Ненецкий автономный округ (Архангельская область),378,2014-04-01
111000000001,Ненецкий автономный округ (Архангельская область),384,2014-05-01
111000000001,Ненецкий автономный округ (Архангельская область),364,2014-06-01
111000000001,Ненецкий автономный округ (Архангельская область),336,2014-07-01
111000000001,Ненецкий автономный округ (Архангельская область),328,2014-08-01
111000000001,Ненецкий автономный округ (Архангельская область),302,2014-09-01
111000000001,Ненецкий автономный округ (Архангельская область),300,2014-10-01
111000000001,Ненецкий автономный округ (Архангельская область),280,2014-11-01
111000000001,Ненецкий автономный округ (Архангельская область),304,2014-12-01
111000000001,Ненецкий автономный округ (Архангельская область),299,2015-01-01
111000000001,Ненецкий автономный округ (Архангельская область),324,2015-02-01
111000000001,Ненецкий автономный округ (Архангельская область),343,2015-03-01
111000000001,Ненецкий автономный округ (Архангельская область),372,2015-04-01
111000000001,Ненецкий автономный округ (Архангельская область),365,2015-05-01
111000000001,Ненецкий автономный округ (Архангельская область),334,2015-06-01
111000000001,Ненецкий автономный округ (Архангельская область),329,2015-07-01
111000000001,Ненецкий автономный округ (Архангельская область),303,2015-08-01
111000000001,Ненецкий автономный округ (Архангельская область),319,2015-09-01
111000000001,Ненецкий автономный округ (Архангельская область),343,2015-10-01
111000000001,Ненецкий автономный округ (Архангельская область),340,2015-11-01
111000000001,Ненецкий автономный округ (Архангельская область),458,2015-12-01
111000000001,Ненецкий автономный округ (Архангельская область),516,2016-01-01
111000000001,Ненецкий автономный округ (Архангельская область),610,2016-02-01
111000000001,Ненецкий автономный округ (Архангельская область),698,2016-03-01
111000000001,Ненецкий автономный округ (Архангельская область),706,2016-04-01
111000000001,Ненецкий автономный округ (Архангельская область),610,2016-05-01
111000000001,Ненецкий автономный округ (Архангельская область),571,2016-06-01
111000000001,Ненецкий автономный округ (Архангельская область),561,2016-07-01
111000000001,Ненецкий автономный округ (Архангельская область),520,2016-08-01
111000000001,Ненецкий автономный округ (Архангельская область),512,2016-09-01
111000000001,Ненецкий автономный округ (Архангельская область),548,2016-10-01
111000000001,Ненецкий автономный округ (Архангельская область),594,2016-11-01
111000000001,Ненецкий автономный округ (Архангельская область),591,2016-12-01
111000000001,Ненецкий автономный округ (Архангельская область),583,2017-01-01
111000000001,Ненецкий автономный округ (Архангельская область),687,2017-02-01
111000000001,Ненецкий автономный округ (Архангельская область),694,2017-03-01
111000000001,Ненецкий автономный округ (Архангельская область),665,2017-04-01
111000000001,Ненецкий автономный округ (Архангельская область),633,2017-05-01
111000000001,Ненецкий автономный округ (Архангельская область),629,2017-06-01
111000000001,Ненецкий автономный округ (Архангельская область),567,2017-07-01
111000000001,Ненецкий автономный округ (Архангельская область),545,2017-08-01
111000000001,Ненецкий автономный округ (Архангельская область),544,2017-09-01
111000000001,Ненецкий автономный округ (Архангельская область),547,2017-10-01
111000000001,Ненецкий автономный округ (Архангельская область),580,2017-11-01
111000000001,Ненецкий автономный округ (Архангельская область),592,2017-12-01
111000000001,Ненецкий автономный округ (Архангельская область),589,2018-01-01
111000000001,Ненецкий автономный округ (Архангельская область),648,2018-02-01
111000000001,Ненецкий автономный округ (Архангельская область),654,2018-03-01
111000000001,Ненецкий автономный округ (Архангельская область),654,2018-04-01
111000000001,Ненецкий автономный округ (Архангельская область),582,2018-05-01
111000000001,Ненецкий автономный округ (Архангельская область),539,2018-06-01
111000000001,Ненецкий автономный округ (Архангельская область),496,2018-07-01
111000000001,Ненецкий автономный округ (Архангельская область),425,2018-08-01
111000000001,Ненецкий автономный округ (Архангельская область),421,2018-09-01
111000000001,Ненецкий автономный округ (Архангельская область),436,2018-10-01
111000000001,Ненецкий автономный округ (Архангельская область),438,2018-11-01
111000000001,Ненецкий автономный округ (Архангельская область),500,2018-12-01
111000000001,Ненецкий автономный округ (Архангельская область),546,2019-01-01
111000000001,Ненецкий автономный округ (Архангельская область),641,2019-02-01
111000000001,Ненецкий автономный округ (Архангельская область),668,2019-03-01
111000000001,Ненецкий автономный округ (Архангельская область),694,2019-04-01
111000000001,Ненецкий автономный округ (Архангельская область),579,2019-05-01
111000000001,Ненецкий автономный округ (Архангельская область),478,2019-06-01
111000000001,Ненецкий автономный округ (Архангельская область),397,2019-07-01
111000000001,Ненецкий автономный округ (Архангельская область),362,2019-08-01
111000000001,Ненецкий автономный округ (Архангельская область),341,2019-09-01
111000000001,Ненецкий автономный округ (Архангельская область),354,2019-10-01
111000000001,Ненецкий автономный округ (Архангельская область),347,2019-11-01
111000000001,Ненецкий автономный округ (Архангельская область),342,2019-12-01
111000000001,Ненецкий автономный округ (Архангельская область),326,2020-01-01
111000000001,Ненецкий автономный округ (Архангельская область),408,2020-02-01
111000000001,Ненецкий автономный округ (Архангельская область),414,2020-03-01
111000000001,Ненецкий автономный округ (Архангельская область),525,2020-04-01
111000000001,Ненецкий автономный округ (Архангельская область),665,2020-05-01
111000000001,Ненецкий автономный округ (Архангельская область),775,2020-06-01
111000000001,Ненецкий автономный округ (Архангельская область),800,2020-07-01
111000000001,Ненецкий автономный округ (Архангельская область),864,2020-08-01
111000000001,Ненецкий автономный округ (Архангельская область),931,2020-09-01
111000000001,Ненецкий автономный округ (Архангельская область),844,2020-10-01
111000000001,Ненецкий автономный округ (Архангельская область),643,2020-11-01
111000000001,Ненецкий автономный округ (Архангельская область),670,2020-12-01
111000000001,Ненецкий автономный округ (Архангельская область),582,2021-01-01
111000000001,Ненецкий автономный округ (Архангельская область),607,2021-02-01
111000000001,Ненецкий автономный округ (Архангельская область),564,2021-03-01
111000000001,Ненецкий автономный округ (Архангельская область),593,2021-04-01
111000000001,Ненецкий автономный округ (Архангельская область),508,2021-05-01
111000000001,Ненецкий автономный округ (Архангельская область),490,2021-06-01
111000000001,Ненецкий автономный округ (Архангельская область),456,2021-07-01
111000000001,Ненецкий автономный округ (Архангельская область),420,2021-08-01
111000000001,Ненецкий автономный округ (Архангельская область),415,2021-09-01
111000000001,Ненецкий автономный округ (Архангельская область),,2021-10-01
111000000001,Ненецкий автономный округ (Архангельская область),,2021-11-01
111000000001,Ненецкий автономный округ (Архангельская область),,2021-12-01
120000000001,Астраханская область,,2009-01-01
120000000001,Астраханская область,,2009-02-01
120000000001,Астраханская область,,2009-03-01
120000000001,Астраханская область,,2009-04-01
120000000001,Астраханская область,,2009-05-01
120000000001,Астраханская область,,2009-06-01
120000000001,Астраханская область,,2009-07-01
120000000001,Астраханская область,,2009-08-01
120000000001,Астраханская область,,2009-09-01
120000000001,Астраханская область,,2009-10-01
120000000001,Астраханская область,,2009-11-01
120000000001,Астраханская область,,2009-12-01
120000000001,Астраханская область,,2010-01-01
120000000001,Астраханская область,,2010-02-01
120000000001,Астраханская область,,2010-03-01
120000000001,Астраханская область,,2010-04-01
120000000001,Астраханская область,,2010-05-01
120000000001,Астраханская область,,2010-06-01
120000000001,Астраханская область,,2010-07-01
120000000001,Астраханская область,,2010-08-01
120000000001,Астраханская область,,2010-09-01
120000000001,Астраханская область,,2010-10-01
120000000001,Астраханская область,,2010-11-01
120000000001,Астраханская область,,2010-12-01
120000000001,Астраханская область,,2011-01-01
120000000001,Астраханская область,,2011-02-01
120000000001,Астраханская область,,2011-03-01
120000000001,Астраханская область,,2011-04-01
120000000001,Астраханская область,,2011-05-01
120000000001,Астраханская область,,2011-06-01
120000000001,Астраханская область,,2011-07-01
120000000001,Астраханская область,,2011-08-01
120000000001,Астраханская область,,2011-09-01
120000000001,Астраханская область,,2011-10-01
120000000001,Астраханская область,,2011-11-01
120000000001,Астраханская область,,2011-12-01
120000000001,Астраханская область,,2012-01-01
120000000001,Астраханская область,,2012-02-01
120000000001,Астраханская область,,2012-03-01
120000000001,Астраханская область,,2012-04-01
120000000001,Астраханская область,,2012-05-01
120000000001,Астраханская область,,2012-06-01
120000000001,Астраханская область,,2012-07-01
120000000001,Астраханская область,,2012-08-01
120000000001,Астраханская область,,2012-09-01
120000000001,Астраханская область,,2012-10-01
120000000001,Астраханская область,,2012-11-01
120000000001,Астраханская область,,2012-12-01
120000000001,Астраханская область,,2013-01-01
120000000001,Астраханская область,,2013-02-01
120000000001,Астраханская область,,2013-03-01
