code,name,total,date
38,Северо-Кавказский федеральный округ (с 03.06.2014),135854,2017-09-01
38,Северо-Кавказский федеральный округ (с 03.06.2014),133999,2017-10-01
38,Северо-Кавказский федеральный округ (с 03.06.2014),134670,2017-11-01
38,Северо-Кавказский федеральный округ (с 03.06.2014),135980,2017-12-01
38,Северо-Кавказский федеральный округ (с 03.06.2014),136183,2018-01-01
38,Северо-Кавказский федеральный округ (с 03.06.2014),138177,2018-02-01
38,Северо-Кавказский федеральный округ (с 03.06.2014),136672,2018-03-01
38,Северо-Кавказский федеральный округ (с 03.06.2014),136179,2018-04-01
38,Северо-Кавказский федеральный округ (с 03.06.2014),133541,2018-05-01
38,Северо-Кавказский федеральный округ (с 03.06.2014),130775,2018-06-01
38,Северо-Кавказский федеральный округ (с 03.06.2014),128907,2018-07-01
38,Северо-Кавказский федеральный округ (с 03.06.2014),127052,2018-08-01
38,Северо-Кавказский федеральный округ (с 03.06.2014),124697,2018-09-01
38,Северо-Кавказский федеральный округ (с 03.06.2014),121537,2018-10-01
38,Северо-Кавказский федеральный округ (с 03.06.2014),121177,2018-11-01
38,Северо-Кавказский федеральный округ (с 03.06.2014),121576,2018-12-01
38,Северо-Кавказский федеральный округ (с 03.06.2014),124193,2019-01-01
38,Северо-Кавказский федеральный округ (с 03.06.2014),129487,2019-02-01
38,Северо-Кавказский федеральный округ (с 03.06.2014),131057,2019-03-01
38,Северо-Кавказский федеральный округ (с 03.06.2014),132949,2019-04-01
38,Северо-Кавказский федеральный округ (с 03.06.2014),128834,2019-05-01
38,Северо-Кавказский федеральный округ (с 03.06.2014),125936,2019-06-01
38,Северо-Кавказский федеральный округ (с 03.06.2014),123911,2019-07-01
38,Северо-Кавказский федеральный округ (с 03.06.2014),121879,2019-08-01
38,Северо-Кавказский федеральный округ (с 03.06.2014),119103,2019-09-01
38,Северо-Кавказский федеральный округ (с 03.06.2014),117528,2019-10-01
38,Северо-Кавказский федеральный округ (с 03.06.2014),118973,2019-11-01
38,Северо-Кавказский федеральный округ (с 03.06.2014),119447,2019-12-01
38,Северо-Кавказский федеральный округ (с 03.06.2014),20092,2020-01-01
38,Северо-Кавказский федеральный округ (с 03.06.2014),119640,2020-02-01
38,Северо-Кавказский федеральный округ (с 03.06.2014),119457,2020-03-01
38,Северо-Кавказский федеральный округ (с 03.06.2014),152076,2020-04-01
38,Северо-Кавказский федеральный округ (с 03.06.2014),206817,2020-05-01
38,Северо-Кавказский федеральный округ (с 03.06.2014),324509,2020-06-01
38,Северо-Кавказский федеральный округ (с 03.06.2014),452697,2020-07-01
38,Северо-Кавказский федеральный округ (с 03.06.2014),541198,2020-08-01
38,Северо-Кавказский федеральный округ (с 03.06.2014),576042,2020-09-01
38,Северо-Кавказский федеральный округ (с 03.06.2014),547316,2020-10-01
38,Северо-Кавказский федеральный округ (с 03.06.2014),517009,2020-11-01
38,Северо-Кавказский федеральный округ (с 03.06.2014),480057,2020-12-01
38,Северо-Кавказский федеральный округ (с 03.06.2014),466072,2021-01-01
38,Северо-Кавказский федеральный округ (с 03.06.2014),414434,2021-02-01
38,Северо-Кавказский федеральный округ (с 03.06.2014),339831,2021-03-01
38,Северо-Кавказский федеральный округ (с 03.06.2014),301551,2021-04-01
38,Северо-Кавказский федеральный округ (с 03.06.2014),271059,2021-05-01
38,Северо-Кавказский федеральный округ (с 03.06.2014),236332,2021-06-01
38,Северо-Кавказский федеральный округ (с 03.06.2014),202244,2021-07-01
38,Северо-Кавказский федеральный округ (с 03.06.2014),188227,2021-08-01
38,Северо-Кавказский федеральный округ (с 03.06.2014),178904,2021-09-01
38,Северо-Кавказский федеральный округ (с 03.06.2014),,2021-10-01
38,Северо-Кавказский федеральный округ (с 03.06.2014),,2021-11-01
38,Северо-Кавказский федеральный округ (с 03.06.2014),,2021-12-01
380000000001,Курская область,9310,2009-01-01
380000000001,Курская область,10702,2009-02-01
380000000001,Курская область,11729,2009-03-01
380000000001,Курская область,12525,2009-04-01
380000000001,Курская область,11683,2009-05-01
380000000001,Курская область,10844,2009-06-01
380000000001,Курская область,10817,2009-07-01
380000000001,Курская область,10530,2009-08-01
380000000001,Курская область,10023,2009-09-01
380000000001,Курская область,9747,2009-10-01
380000000001,Курская область,9836,2009-11-01
380000000001,Курская область,10980,2009-12-01
380000000001,Курская область,11579,2010-01-01
380000000001,Курская область,12056,2010-02-01
380000000001,Курская область,11612,2010-03-01
380000000001,Курская область,11382,2010-04-01
380000000001,Курская область,11040,2010-05-01
380000000001,Курская область,10648,2010-06-01
380000000001,Курская область,10239,2010-07-01
380000000001,Курская область,10079,2010-08-01
380000000001,Курская область,9543,2010-09-01
380000000001,Курская область,9016,2010-10-01
380000000001,Курская область,9298,2010-11-01
380000000001,Курская область,9980,2010-12-01
380000000001,Курская область,10212,2011-01-01
380000000001,Курская область,10641,2011-02-01
380000000001,Курская область,10657,2011-03-01
380000000001,Курская область,10089,2011-04-01
380000000001,Курская область,9438,2011-05-01
380000000001,Курская область,8891,2011-06-01
380000000001,Курская область,8460,2011-07-01
380000000001,Курская область,8139,2011-08-01
380000000001,Курская область,7998,2011-09-01
380000000001,Курская область,7532,2011-10-01
380000000001,Курская область,7322,2011-11-01
380000000001,Курская область,8324,2011-12-01
380000000001,Курская область,8780,2012-01-01
380000000001,Курская область,9157,2012-02-01
380000000001,Курская область,8974,2012-03-01
380000000001,Курская область,8558,2012-04-01
380000000001,Курская область,7958,2012-05-01
380000000001,Курская область,7318,2012-06-01
380000000001,Курская область,7268,2012-07-01
380000000001,Курская область,7174,2012-08-01
380000000001,Курская область,6758,2012-09-01
380000000001,Курская область,6044,2012-10-01
380000000001,Курская область,6360,2012-11-01
380000000001,Курская область,6953,2012-12-01
380000000001,Курская область,7330,2013-01-01
380000000001,Курская область,7447,2013-02-01
380000000001,Курская область,7070,2013-03-01
380000000001,Курская область,6807,2013-04-01
380000000001,Курская область,6585,2013-05-01
380000000001,Курская область,6206,2013-06-01
380000000001,Курская область,5978,2013-07-01
380000000001,Курская область,5914,2013-08-01
380000000001,Курская область,5516,2013-09-01
380000000001,Курская область,5185,2013-10-01
380000000001,Курская область,5293,2013-11-01
380000000001,Курская область,5867,2013-12-01
380000000001,Курская область,6129,2014-01-01
380000000001,Курская область,6557,2014-02-01
380000000001,Курская область,6545,2014-03-01
380000000001,Курская область,6703,2014-04-01
380000000001,Курская область,6492,2014-05-01
380000000001,Курская область,6100,2014-06-01
380000000001,Курская область,5957,2014-07-01
380000000001,Курская область,5817,2014-08-01
380000000001,Курская область,5618,2014-09-01
380000000001,Курская область,5183,2014-10-01
380000000001,Курская область,5282,2014-11-01
380000000001,Курская область,5992,2014-12-01
380000000001,Курская область,6377,2015-01-01
380000000001,Курская область,6875,2015-02-01
380000000001,Курская область,7081,2015-03-01
380000000001,Курская область,7098,2015-04-01
380000000001,Курская область,7372,2015-05-01
380000000001,Курская область,7153,2015-06-01
380000000001,Курская область,7070,2015-07-01
380000000001,Курская область,6906,2015-08-01
380000000001,Курская область,6694,2015-09-01
380000000001,Курская область,6259,2015-10-01
380000000001,Курская область,6494,2015-11-01
380000000001,Курская область,7017,2015-12-01
380000000001,Курская область,7120,2016-01-01
380000000001,Курская область,7523,2016-02-01
380000000001,Курская область,7502,2016-03-01
380000000001,Курская область,7441,2016-04-01
380000000001,Курская область,7179,2016-05-01
380000000001,Курская область,6934,2016-06-01
380000000001,Курская область,6757,2016-07-01
380000000001,Курская область,6258,2016-08-01
380000000001,Курская область,5846,2016-09-01
380000000001,Курская область,5378,2016-10-01
380000000001,Курская область,5373,2016-11-01
380000000001,Курская область,5512,2016-12-01
380000000001,Курская область,5627,2017-01-01
380000000001,Курская область,5899,2017-02-01
380000000001,Курская область,5650,2017-03-01
380000000001,Курская область,5337,2017-04-01
380000000001,Курская область,5322,2017-05-01
380000000001,Курская область,5044,2017-06-01
380000000001,Курская область,4941,2017-07-01
380000000001,Курская область,4713,2017-08-01
380000000001,Курская область,4372,2017-09-01
380000000001,Курская область,3881,2017-10-01
380000000001,Курская область,4051,2017-11-01
380000000001,Курская область,4301,2017-12-01
380000000001,Курская область,4470,2018-01-01
380000000001,Курская область,4752,2018-02-01
380000000001,Курская область,4786,2018-03-01
380000000001,Курская область,4607,2018-04-01
380000000001,Курская область,4659,2018-05-01
380000000001,Курская область,4356,2018-06-01
380000000001,Курская область,4366,2018-07-01
380000000001,Курская область,4171,2018-08-01
380000000001,Курская область,4056,2018-09-01
380000000001,Курская область,3451,2018-10-01
380000000001,Курская область,3743,2018-11-01
380000000001,Курская область,3965,2018-12-01
380000000001,Курская область,4519,2019-01-01
380000000001,Курская область,4807,2019-02-01
380000000001,Курская область,4766,2019-03-01
380000000001,Курская область,4732,2019-04-01
380000000001,Курская область,4770,2019-05-01
380000000001,Курская область,4618,2019-06-01
380000000001,Курская область,4284,2019-07-01
380000000001,Курская область,4073,2019-08-01
380000000001,Курская область,3716,2019-09-01
380000000001,Курская область,3171,2019-10-01
380000000001,Курская область,3251,2019-11-01
380000000001,Курская область,3519,2019-12-01
380000000001,Курская область,3679,2020-01-01
380000000001,Курская область,3944,2020-02-01
380000000001,Курская область,3740,2020-03-01
380000000001,Курская область,8595,2020-04-01
380000000001,Курская область,12978,2020-05-01
380000000001,Курская область,16165,2020-06-01
380000000001,Курская область,19430,2020-07-01
380000000001,Курская область,20240,2020-08-01
380000000001,Курская область,19686,2020-09-01
380000000001,Курская область,17592,2020-10-01
380000000001,Курская область,16400,2020-11-01
380000000001,Курская область,14920,2020-12-01
380000000001,Курская область,14208,2021-01-01
380000000001,Курская область,12964,2021-02-01
380000000001,Курская область,9953,2021-03-01
380000000001,Курская область,7885,2021-04-01
380000000001,Курская область,6573,2021-05-01
380000000001,Курская область,4959,2021-06-01
380000000001,Курская область,4565,2021-07-01
380000000001,Курская область,4536,2021-08-01
380000000001,Курская область,3983,2021-09-01
380000000001,Курская область,,2021-10-01
380000000001,Курская область,,2021-11-01
380000000001,Курская область,,2021-12-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2009-01-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2009-02-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2009-03-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2009-04-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2009-05-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2009-06-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2009-07-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2009-08-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2009-09-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2009-10-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2009-11-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2009-12-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2010-01-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),483726,2010-02-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),483991,2010-03-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),479151,2010-04-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),469289,2010-05-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),459244,2010-06-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),449565,2010-07-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),445570,2010-08-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),426355,2010-09-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),406056,2010-10-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),390560,2010-11-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),378445,2010-12-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),378416,2011-01-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),381884,2011-02-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),381011,2011-03-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),378216,2011-04-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),368905,2011-05-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),353688,2011-06-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),342443,2011-07-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),331360,2011-08-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),319442,2011-09-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),312797,2011-10-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),308564,2011-11-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),304224,2011-12-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),303858,2012-01-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),307410,2012-02-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),304997,2012-03-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),298018,2012-04-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),291321,2012-05-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),286578,2012-06-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),276145,2012-07-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),279005,2012-08-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),277701,2012-09-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),275618,2012-10-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),276177,2012-11-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),279240,2012-12-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),277019,2013-01-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),278137,2013-02-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),272021,2013-03-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),269982,2013-04-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),263523,2013-05-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),256665,2013-06-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),249842,2013-07-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),244220,2013-08-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),240695,2013-09-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),229925,2013-10-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),226080,2013-11-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),222662,2013-12-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),220295,2014-01-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),216928,2014-02-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),211425,2014-03-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),209446,2014-04-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),204559,2014-05-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),200248,2014-06-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2014-07-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2014-08-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2014-09-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2014-10-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2014-11-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2014-12-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2015-01-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2015-02-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2015-03-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2015-04-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2015-05-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2015-06-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2015-07-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2015-08-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2015-09-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2015-10-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2015-11-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2015-12-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2016-01-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2016-02-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2016-03-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2016-04-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2016-05-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2016-06-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2016-07-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2016-08-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2016-09-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2016-10-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2016-11-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2016-12-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2017-01-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2017-02-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2017-03-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2017-04-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2017-05-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2017-06-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2017-07-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2017-08-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2017-09-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2017-10-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2017-11-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2017-12-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2018-01-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2018-02-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2018-03-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2018-04-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2018-05-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2018-06-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2018-07-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2018-08-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2018-09-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2018-10-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2018-11-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2018-12-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2019-01-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2019-02-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2019-03-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2019-04-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2019-05-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2019-06-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2019-07-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2019-08-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2019-09-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2019-10-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2019-11-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2019-12-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2020-01-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2020-02-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2020-03-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2020-04-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2020-05-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2020-06-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2020-07-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2020-08-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2020-09-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2020-10-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2020-11-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2020-12-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2021-01-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2021-02-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2021-03-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2021-04-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2021-05-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2021-06-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2021-07-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2021-08-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2021-09-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2021-10-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2021-11-01
39NA,Северо-Кавказский федеральный округ (до 03.06.2014),,2021-12-01
400000000001,г. Санкт-Петербург,16641,2009-01-01
400000000001,г. Санкт-Петербург,22692,2009-02-01
400000000001,г. Санкт-Петербург,25226,2009-03-01
400000000001,г. Санкт-Петербург,28712,2009-04-01
400000000001,г. Санкт-Петербург,29496,2009-05-01
400000000001,г. Санкт-Петербург,29438,2009-06-01
400000000001,г. Санкт-Петербург,29318,2009-07-01
400000000001,г. Санкт-Петербург,28850,2009-08-01
400000000001,г. Санкт-Петербург,29086,2009-09-01
400000000001,г. Санкт-Петербург,28647,2009-10-01
400000000001,г. Санкт-Петербург,28751,2009-11-01
400000000001,г. Санкт-Петербург,28609,2009-12-01
400000000001,г. Санкт-Петербург,28900,2010-01-01
400000000001,г. Санкт-Петербург,28899,2010-02-01
400000000001,г. Санкт-Петербург,28639,2010-03-01
400000000001,г. Санкт-Петербург,27319,2010-04-01
400000000001,г. Санкт-Петербург,25579,2010-05-01
400000000001,г. Санкт-Петербург,23294,2010-06-01
400000000001,г. Санкт-Петербург,21038,2010-07-01
400000000001,г. Санкт-Петербург,19515,2010-08-01
400000000001,г. Санкт-Петербург,18415,2010-09-01
400000000001,г. Санкт-Петербург,17417,2010-10-01
400000000001,г. Санкт-Петербург,17115,2010-11-01
400000000001,г. Санкт-Петербург,16825,2010-12-01
400000000001,г. Санкт-Петербург,16535,2011-01-01
400000000001,г. Санкт-Петербург,16989,2011-02-01
400000000001,г. Санкт-Петербург,16830,2011-03-01
400000000001,г. Санкт-Петербург,16475,2011-04-01
400000000001,г. Санкт-Петербург,15827,2011-05-01
400000000001,г. Санкт-Петербург,14838,2011-06-01
400000000001,г. Санкт-Петербург,13968,2011-07-01
400000000001,г. Санкт-Петербург,13668,2011-08-01
400000000001,г. Санкт-Петербург,12836,2011-09-01
400000000001,г. Санкт-Петербург,12519,2011-10-01
400000000001,г. Санкт-Петербург,13096,2011-11-01
400000000001,г. Санкт-Петербург,13417,2011-12-01
400000000001,г. Санкт-Петербург,14216,2012-01-01
400000000001,г. Санкт-Петербург,14524,2012-02-01
400000000001,г. Санкт-Петербург,13605,2012-03-01
400000000001,г. Санкт-Петербург,12798,2012-04-01
400000000001,г. Санкт-Петербург,12066,2012-05-01
400000000001,г. Санкт-Петербург,11115,2012-06-01
400000000001,г. Санкт-Петербург,10901,2012-07-01
400000000001,г. Санкт-Петербург,10619,2012-08-01
400000000001,г. Санкт-Петербург,9803,2012-09-01
400000000001,г. Санкт-Петербург,9979,2012-10-01
400000000001,г. Санкт-Петербург,10163,2012-11-01
400000000001,г. Санкт-Петербург,10702,2012-12-01
400000000001,г. Санкт-Петербург,10781,2013-01-01
400000000001,г. Санкт-Петербург,10712,2013-02-01
400000000001,г. Санкт-Петербург,10360,2013-03-01
400000000001,г. Санкт-Петербург,10266,2013-04-01
400000000001,г. Санкт-Петербург,9881,2013-05-01
400000000001,г. Санкт-Петербург,9275,2013-06-01
400000000001,г. Санкт-Петербург,9080,2013-07-01
400000000001,г. Санкт-Петербург,8709,2013-08-01
400000000001,г. Санкт-Петербург,8625,2013-09-01
400000000001,г. Санкт-Петербург,8827,2013-10-01
400000000001,г. Санкт-Петербург,8922,2013-11-01
400000000001,г. Санкт-Петербург,9431,2013-12-01
400000000001,г. Санкт-Петербург,9805,2014-01-01
400000000001,г. Санкт-Петербург,9934,2014-02-01
400000000001,г. Санкт-Петербург,9708,2014-03-01
400000000001,г. Санкт-Петербург,9731,2014-04-01
400000000001,г. Санкт-Петербург,9514,2014-05-01
400000000001,г. Санкт-Петербург,9111,2014-06-01
400000000001,г. Санкт-Петербург,8929,2014-07-01
400000000001,г. Санкт-Петербург,8475,2014-08-01
400000000001,г. Санкт-Петербург,8583,2014-09-01
400000000001,г. Санкт-Петербург,8856,2014-10-01
400000000001,г. Санкт-Петербург,9287,2014-11-01
400000000001,г. Санкт-Петербург,10337,2014-12-01
400000000001,г. Санкт-Петербург,10804,2015-01-01
400000000001,г. Санкт-Петербург,12310,2015-02-01
400000000001,г. Санкт-Петербург,12942,2015-03-01
400000000001,г. Санкт-Петербург,13514,2015-04-01
400000000001,г. Санкт-Петербург,13172,2015-05-01
400000000001,г. Санкт-Петербург,12958,2015-06-01
400000000001,г. Санкт-Петербург,12572,2015-07-01
400000000001,г. Санкт-Петербург,11976,2015-08-01
400000000001,г. Санкт-Петербург,11740,2015-09-01
400000000001,г. Санкт-Петербург,11674,2015-10-01
400000000001,г. Санкт-Петербург,12588,2015-11-01
400000000001,г. Санкт-Петербург,13473,2015-12-01
400000000001,г. Санкт-Петербург,13605,2016-01-01
400000000001,г. Санкт-Петербург,14605,2016-02-01
400000000001,г. Санкт-Петербург,14515,2016-03-01
400000000001,г. Санкт-Петербург,14458,2016-04-01
400000000001,г. Санкт-Петербург,14059,2016-05-01
400000000001,г. Санкт-Петербург,12873,2016-06-01
400000000001,г. Санкт-Петербург,12226,2016-07-01
400000000001,г. Санкт-Петербург,11726,2016-08-01
400000000001,г. Санкт-Петербург,11085,2016-09-01
400000000001,г. Санкт-Петербург,10853,2016-10-01
400000000001,г. Санкт-Петербург,11055,2016-11-01
400000000001,г. Санкт-Петербург,11761,2016-12-01
400000000001,г. Санкт-Петербург,11916,2017-01-01
400000000001,г. Санкт-Петербург,12374,2017-02-01
400000000001,г. Санкт-Петербург,12075,2017-03-01
400000000001,г. Санкт-Петербург,11663,2017-04-01
400000000001,г. Санкт-Петербург,10977,2017-05-01
400000000001,г. Санкт-Петербург,10147,2017-06-01
400000000001,г. Санкт-Петербург,9888,2017-07-01
400000000001,г. Санкт-Петербург,9777,2017-08-01
400000000001,г. Санкт-Петербург,9215,2017-09-01
400000000001,г. Санкт-Петербург,9783,2017-10-01
400000000001,г. Санкт-Петербург,10202,2017-11-01
400000000001,г. Санкт-Петербург,11842,2017-12-01
400000000001,г. Санкт-Петербург,11919,2018-01-01
400000000001,г. Санкт-Петербург,12229,2018-02-01
400000000001,г. Санкт-Петербург,11430,2018-03-01
400000000001,г. Санкт-Петербург,11204,2018-04-01
400000000001,г. Санкт-Петербург,10776,2018-05-01
400000000001,г. Санкт-Петербург,9738,2018-06-01
